ID;INVOICENO;DATE_;CUSTOMERID;NAMESURNAME;CUSTOMERGENDER;CUSTOMERBIRTHDATE;ITEMCODE;ITEMNAME;UNITPRICE;BRAND;CATEGORY1;CATEGORY2;CATEGORY3;AMOUNT;PRICE;TOTALPRICE;REGION;CITY;TOWN;DISTRICT;ADDRESSTEXT;BARCODEDATE;INVOICEDATE
869;30072022-000195;2022-07-30 08:46:27.453;9030;Taha Şan;E;1963-04-07;000358;SÜT 500 GR.;13,2;MARKA-167;SÜT KAHVALTILIK;SÜT;PASTÖRİZE SÜT;4;23,19;92,76;Marmara;İstanbul;KARTAL;ÇARŞI MAH.;ÇARŞI MAH.ARALIK SOKAK NO:8 96056 KARTAL/İSTANBUL;2022-07-30 08:46:40.867;2022-07-30 08:47:10.050
870;30072022-000195;2022-07-30 08:46:27.453;9030;Taha Şan;E;1963-04-07;001273;KURU KAYISI NO:4;39,6;MARKA-76;GIDA;BÜSKİVİ ÇEREZ;KURU MEYVE;4;43,29;173,16;Marmara;İstanbul;KARTAL;ÇARŞI MAH.;ÇARŞI MAH.ARALIK SOKAK NO:8 96056 KARTAL/İSTANBUL;2022-07-30 08:46:50.747;2022-07-30 08:47:10.050
871;30072022-000195;2022-07-30 08:46:27.453;9030;Taha Şan;E;1963-04-07;000724;ODA KOKUSU MAVİ OKYANUS;47,2;MARKA-07;DETERJAN TEMİZLİK;EV TEMİZLEYİCİ;ODA KOKULARI;1;60,51;60,51;Marmara;İstanbul;KARTAL;ÇARŞI MAH.;ÇARŞI MAH.ARALIK SOKAK NO:8 96056 KARTAL/İSTANBUL;2022-07-30 08:46:59.183;2022-07-30 08:47:10.050
872;30072022-000195;2022-07-30 08:46:27.453;9030;Taha Şan;E;1963-04-07;000850;HİJYENİK LEKE ÇIKARICI 1 LT TÜM ÇAMAŞIR SULU;34,32;MARKA-68;DETERJAN TEMİZLİK;EV TEMİZLEYİCİ;LEKE ÇIKARICI;1;34,53;34,53;Marmara;İstanbul;KARTAL;ÇARŞI MAH.;ÇARŞI MAH.ARALIK SOKAK NO:8 96056 KARTAL/İSTANBUL;2022-07-30 08:47:02.513;2022-07-30 08:47:10.050
873;30072022-000195;2022-07-30 08:46:27.453;9030;Taha Şan;E;1963-04-07;000862;ÇÖP POŞET ORTA BOY BÜZGÜLÜ LİMONLU;39,2;MARKA-128;EV;MUTFAK EŞYA GEREÇLERİ;MUTFAK SARF MALZEMESİ;3;47,51;142,53;Marmara;İstanbul;KARTAL;ÇARŞI MAH.;ÇARŞI MAH.ARALIK SOKAK NO:8 96056 KARTAL/İSTANBUL;2022-07-30 08:47:04.000;2022-07-30 08:47:10.050
874;01082022-000196;2022-08-01 08:43:47.497;2022;Oktay Uzunoğlu;E;1984-12-17;000793;ERİŞTE DOMATESLİ 70 GR.;8;MARKA-91;GIDA;BAKLİYAT-MAKARNA;"MAKARNA ";1;8,7;8,7;Akdeniz;Antalya;KEPEZ;ODABAŞI KÖYÜ;ODABAŞI KÖYÜ MAH.ARI SOKAK NO:612 82115 KEPEZ/ANTALYA;2022-08-01 08:44:02.870;2022-08-01 08:44:53.673
875;01082022-000196;2022-08-01 08:43:47.497;2022;Oktay Uzunoğlu;E;1984-12-17;000686;KREM NATUREL 150 ML.;35,6;MARKA-15;KOZMETİK;VUCUT EL BAKIMI;KREMLER;4;29,99;119,96;Akdeniz;Antalya;KEPEZ;ODABAŞI KÖYÜ;ODABAŞI KÖYÜ MAH.ARI SOKAK NO:612 82115 KEPEZ/ANTALYA;2022-08-01 08:44:16.603;2022-08-01 08:44:53.673
876;01082022-000196;2022-08-01 08:43:47.497;2022;Oktay Uzunoğlu;E;1984-12-17;000919;SODA 6 Lİ;18,4;MARKA-29;İÇECEK;SU MADENSUYU;MADENSUYU;3;23,31;69,93;Akdeniz;Antalya;KEPEZ;ODABAŞI KÖYÜ;ODABAŞI KÖYÜ MAH.ARI SOKAK NO:612 82115 KEPEZ/ANTALYA;2022-08-01 08:44:27.317;2022-08-01 08:44:53.673
877;01082022-000196;2022-08-01 08:43:47.497;2022;Oktay Uzunoğlu;E;1984-12-17;001205;KAVURMA SAÇI YEŞİL;87,2;MARKA-144;ET TAVUK;ET ŞARKÜTERİ;KAVURMA;4;94,03;376,12;Akdeniz;Antalya;KEPEZ;ODABAŞI KÖYÜ;ODABAŞI KÖYÜ MAH.ARI SOKAK NO:612 82115 KEPEZ/ANTALYA;2022-08-01 08:44:37.057;2022-08-01 08:44:53.673
878;10122022-000197;2022-12-10 08:45:55.477;4076;Rahime Şenyurt;K;1962-08-30;000251;AYRAN 300 GR.;6;MARKA-194;İÇECEK;GÜNLÜK İÇECEK;"AYRAN ";3;5,08;15,24;Marmara;İstanbul;BAHÇELİEVLER;KOCASİNAN_MERKEZ MAH.;KOCASİNAN_MERKEZ MAH.ASİL SOKAK NO:258 95668 BAHÇELİEVLER/İSTANBUL;2022-12-10 08:46:11.287;2022-12-10 08:46:48.577
879;10122022-000197;2022-12-10 08:45:55.477;4076;Rahime Şenyurt;K;1962-08-30;000921;İNCE ÇORAP SÜPER  FİT 57 DİZALTI;10;MARKA-179;EV;İÇ GİYİM AKSESUAR;BAYAN İNCE ÇORAP;3;11,99;35,97;Marmara;İstanbul;BAHÇELİEVLER;KOCASİNAN_MERKEZ MAH.;KOCASİNAN_MERKEZ MAH.ASİL SOKAK NO:258 95668 BAHÇELİEVLER/İSTANBUL;2022-12-10 08:46:20.883;2022-12-10 08:46:48.577
880;10122022-000197;2022-12-10 08:45:55.477;4076;Rahime Şenyurt;K;1962-08-30;000137;M.SUYU 200 GR KARIŞIK;6;MARKA-210;İÇECEK;GAZSIZ İÇECEK;MEYVE SUYU;4;5,74;22,96;Marmara;İstanbul;BAHÇELİEVLER;KOCASİNAN_MERKEZ MAH.;KOCASİNAN_MERKEZ MAH.ASİL SOKAK NO:258 95668 BAHÇELİEVLER/İSTANBUL;2022-12-10 08:46:29.670;2022-12-10 08:46:48.577
881;05032022-000198;2022-03-05 08:47:56.500;8103;Aysima Orbay;K;1968-07-25;000589;KİREÇ ÇÖZÜCÜ 900 ML;27,6;MARKA-48;DETERJAN TEMİZLİK;ÇAMAŞIR YIKAMA;ÇAMAŞIR SULARI;4;36,91;147,64;Akdeniz;Kahramanmaraş;KAHRAMANMARAŞ MERKEZ;YUNUS EMRE MAH.;YUNUS EMRE MAH.SANCAKTAR HALİL CADDESİ SOKAK NO:101 104013 KAHRAMANMARAŞ MERKEZ/KAHRAMANMARAŞ;2022-03-05 08:48:13.077;2022-03-05 08:48:51.463
882;05032022-000198;2022-03-05 08:47:56.500;8103;Aysima Orbay;K;1968-07-25;000689;AĞIZ GARGARASI 250 ML PORTAKAL;79,2;MARKA-135;KOZMETİK;AĞIZ BAKIM;AĞIZ SULARI;2;69,57;139,14;Akdeniz;Kahramanmaraş;KAHRAMANMARAŞ MERKEZ;YUNUS EMRE MAH.;YUNUS EMRE MAH.SANCAKTAR HALİL CADDESİ SOKAK NO:101 104013 KAHRAMANMARAŞ MERKEZ/KAHRAMANMARAŞ;2022-03-05 08:48:27.340;2022-03-05 08:48:51.463
883;05032022-000198;2022-03-05 08:47:56.500;8103;Aysima Orbay;K;1968-07-25;000580;KOPAR-KULLAN TEMİZLİK BEZİ;71,6;MARKA-215;DETERJAN TEMİZLİK;EV TEMİZLİK GEREÇLERİ;TEMİZLİK AMAÇLI BEZLER;1;66,8;66,8;Akdeniz;Kahramanmaraş;KAHRAMANMARAŞ MERKEZ;YUNUS EMRE MAH.;YUNUS EMRE MAH.SANCAKTAR HALİL CADDESİ SOKAK NO:101 104013 KAHRAMANMARAŞ MERKEZ/KAHRAMANMARAŞ;2022-03-05 08:48:31.527;2022-03-05 08:48:51.463
884;05032022-000198;2022-03-05 08:47:56.500;8103;Aysima Orbay;K;1968-07-25;000717;JEL KAPSÜLLERİ 1120 GR;199,2;MARKA-14;DETERJAN TEMİZLİK;ÇAMAŞIR YIKAMA;SIVI JEL DETERJAN;3;205,46;616,38;Akdeniz;Kahramanmaraş;KAHRAMANMARAŞ MERKEZ;YUNUS EMRE MAH.;YUNUS EMRE MAH.SANCAKTAR HALİL CADDESİ SOKAK NO:101 104013 KAHRAMANMARAŞ MERKEZ/KAHRAMANMARAŞ;2022-03-05 08:48:39.890;2022-03-05 08:48:51.463
885;01052022-000199;2022-05-01 08:50:37.570;5607;Şule Ilıcalı;K;1960-01-29;001213;ŞEKERPARE;14;MARKA-100;GIDA;UNLU MAMÜLLER;TATLILAR;3;18,19;54,57;Güneydoğu Anadolu;Diyarbakır;ÇÜNGÜŞ;GÖKÇEPELİT KÖYÜ;GÖKÇEPELİT KÖYÜ MAH.TAHTAMAŞAT MEVKİ SOKAK NO:27 89495 ÇÜNGÜŞ/DİYARBAKIR;2022-05-01 08:51:03.200;2022-05-01 08:52:13.193
886;01052022-000199;2022-05-01 08:50:37.570;5607;Şule Ilıcalı;K;1960-01-29;000002;MISIRÖZÜ YAĞI 1LT.PET ŞİŞE;39,6;MARKA-79;GIDA;SIVI YAĞLAR;MISIRÖZÜ;3;46,92;140,76;Güneydoğu Anadolu;Diyarbakır;ÇÜNGÜŞ;GÖKÇEPELİT KÖYÜ;GÖKÇEPELİT KÖYÜ MAH.TAHTAMAŞAT MEVKİ SOKAK NO:27 89495 ÇÜNGÜŞ/DİYARBAKIR;2022-05-01 08:51:14.187;2022-05-01 08:52:13.193
887;01052022-000199;2022-05-01 08:50:37.570;5607;Şule Ilıcalı;K;1960-01-29;000992;8 W=42 W 475 LM ÇOOL DAYLIGHT;52;MARKA-166;EV;ELEKTRONİK;AYDINLATMA;4;63,21;252,84;Güneydoğu Anadolu;Diyarbakır;ÇÜNGÜŞ;GÖKÇEPELİT KÖYÜ;GÖKÇEPELİT KÖYÜ MAH.TAHTAMAŞAT MEVKİ SOKAK NO:27 89495 ÇÜNGÜŞ/DİYARBAKIR;2022-05-01 08:51:16.737;2022-05-01 08:52:13.193
888;01052022-000199;2022-05-01 08:50:37.570;5607;Şule Ilıcalı;K;1960-01-29;000741;150 SAÇ FIRÇASI;60;MARKA-22;KOZMETİK;MAKYAJ MALZEMELERİ;SAÇ FIRÇASI;4;74,89;299,56;Güneydoğu Anadolu;Diyarbakır;ÇÜNGÜŞ;GÖKÇEPELİT KÖYÜ;GÖKÇEPELİT KÖYÜ MAH.TAHTAMAŞAT MEVKİ SOKAK NO:27 89495 ÇÜNGÜŞ/DİYARBAKIR;2022-05-01 08:51:29.053;2022-05-01 08:52:13.193
889;01052022-000199;2022-05-01 08:50:37.570;5607;Şule Ilıcalı;K;1960-01-29;000417;DİŞ MACUNU BEYAZ GÜÇ ELMALI 50 ML;10;MARKA-186;KOZMETİK;AĞIZ BAKIM;DİŞ MACUNU;2;8,8;17,6;Güneydoğu Anadolu;Diyarbakır;ÇÜNGÜŞ;GÖKÇEPELİT KÖYÜ;GÖKÇEPELİT KÖYÜ MAH.TAHTAMAŞAT MEVKİ SOKAK NO:27 89495 ÇÜNGÜŞ/DİYARBAKIR;2022-05-01 08:51:43.820;2022-05-01 08:52:13.193
890;01052022-000199;2022-05-01 08:50:37.570;5607;Şule Ilıcalı;K;1960-01-29;000215;ÜZÜM ŞİRKESİ 500GR;15,6;MARKA-66;GIDA;HAZIR YEMEKLER;SİRKE SOS;4;14,48;57,92;Güneydoğu Anadolu;Diyarbakır;ÇÜNGÜŞ;GÖKÇEPELİT KÖYÜ;GÖKÇEPELİT KÖYÜ MAH.TAHTAMAŞAT MEVKİ SOKAK NO:27 89495 ÇÜNGÜŞ/DİYARBAKIR;2022-05-01 08:51:51.340;2022-05-01 08:52:13.193
891;01052022-000199;2022-05-01 08:50:37.570;5607;Şule Ilıcalı;K;1960-01-29;001347;2 LT HİJYENİK LEKE ÇIKARICI;71,92;MARKA-68;DETERJAN TEMİZLİK;EV TEMİZLEYİCİ;LEKE ÇIKARICI;2;77,58;155,16;Güneydoğu Anadolu;Diyarbakır;ÇÜNGÜŞ;GÖKÇEPELİT KÖYÜ;GÖKÇEPELİT KÖYÜ MAH.TAHTAMAŞAT MEVKİ SOKAK NO:27 89495 ÇÜNGÜŞ/DİYARBAKIR;2022-05-01 08:52:01.277;2022-05-01 08:52:13.193
892;01052022-000199;2022-05-01 08:50:37.570;5607;Şule Ilıcalı;K;1960-01-29;000907;26 CM TAVA;303,6;MARKA-144;EV;MUTFAK EŞYA GEREÇLERİ;METAL EL ALETLERİ;2;277,43;554,86;Güneydoğu Anadolu;Diyarbakır;ÇÜNGÜŞ;GÖKÇEPELİT KÖYÜ;GÖKÇEPELİT KÖYÜ MAH.TAHTAMAŞAT MEVKİ SOKAK NO:27 89495 ÇÜNGÜŞ/DİYARBAKIR;2022-05-01 08:52:04.340;2022-05-01 08:52:13.193
893;17122022-000200;2022-12-17 08:48:00.547;6764;Masal Boduroğlu;K;1998-03-31;001132;TAZE KAŞAR PEYNİRİ 400 GR;79,6;MARKA-167;SÜT KAHVALTILIK;PEYNİR;KAŞAR PEYNİRİ;2;96,65;193,3;Marmara;Yalova;ALTINOVA;SUBAŞI-DENİZGÖREN MAH.;SUBAŞI-DENİZGÖREN MAH.90. SOKAK NO:88 117364 ALTINOVA/YALOVA;2022-12-17 08:48:09.173;2022-12-17 08:48:55.080
894;17122022-000200;2022-12-17 08:48:00.547;6764;Masal Boduroğlu;K;1998-03-31;000945;SALGAM SUYU ACILI 1000ML CAM ŞİŞE;34;MARKA-66;İÇECEK;GAZSIZ İÇECEK;ŞALGAM SUYU;2;35,65;71,3;Marmara;Yalova;ALTINOVA;SUBAŞI-DENİZGÖREN MAH.;SUBAŞI-DENİZGÖREN MAH.90. SOKAK NO:88 117364 ALTINOVA/YALOVA;2022-12-17 08:48:10.917;2022-12-17 08:48:55.080
895;17122022-000200;2022-12-17 08:48:00.547;6764;Masal Boduroğlu;K;1998-03-31;000765;KLOZET BLOĞU 40GR LİMON;26,8;MARKA-22;DETERJAN TEMİZLİK;EV TEMİZLİK GEREÇLERİ;FIRÇA SÜPÜRGE;1;32,33;32,33;Marmara;Yalova;ALTINOVA;SUBAŞI-DENİZGÖREN MAH.;SUBAŞI-DENİZGÖREN MAH.90. SOKAK NO:88 117364 ALTINOVA/YALOVA;2022-12-17 08:48:24.877;2022-12-17 08:48:55.080
896;17122022-000200;2022-12-17 08:48:00.547;6764;Masal Boduroğlu;K;1998-03-31;001212;ŞEKERPARE;16;MARKA-100;GIDA;UNLU MAMÜLLER;TATLILAR;3;16,58;49,74;Marmara;Yalova;ALTINOVA;SUBAŞI-DENİZGÖREN MAH.;SUBAŞI-DENİZGÖREN MAH.90. SOKAK NO:88 117364 ALTINOVA/YALOVA;2022-12-17 08:48:38.090;2022-12-17 08:48:55.080
897;17122022-000200;2022-12-17 08:48:00.547;6764;Masal Boduroğlu;K;1998-03-31;000366;STANDART JEL BULAŞ.MAK. SODA ETKİLİ 1500 ML;119,2;MARKA-169;DETERJAN TEMİZLİK;BULAŞIK YIKAMA;MAKİNE;1;150,87;150,87;Marmara;Yalova;ALTINOVA;SUBAŞI-DENİZGÖREN MAH.;SUBAŞI-DENİZGÖREN MAH.90. SOKAK NO:88 117364 ALTINOVA/YALOVA;2022-12-17 08:48:44.587;2022-12-17 08:48:55.080
898;24102022-000201;2022-10-24 08:50:43.617;2056;Cihan Levendoğlu;E;1970-02-04;000417;DİŞ MACUNU BEYAZ GÜÇ ELMALI 50 ML;10;MARKA-186;KOZMETİK;AĞIZ BAKIM;DİŞ MACUNU;1;8,97;8,97;Ege;İzmir;KONAK;FAİK PAŞA MAH.;FAİK PAŞA MAH.1277. SOKAK NO:803 96665 KONAK/İZMİR;2022-10-24 08:51:05.100;2022-10-24 08:52:24.580
899;24102022-000201;2022-10-24 08:50:43.617;2056;Cihan Levendoğlu;E;1970-02-04;000638;ELDİVEN EXTRA SENSATİON 7 KÜÇÜK;31,2;MARKA-215;DETERJAN TEMİZLİK;EV TEMİZLİK GEREÇLERİ;TEMİZLİK AMAÇLI BEZLER;2;40,28;80,56;Ege;İzmir;KONAK;FAİK PAŞA MAH.;FAİK PAŞA MAH.1277. SOKAK NO:803 96665 KONAK/İZMİR;2022-10-24 08:51:12.950;2022-10-24 08:52:24.580
900;24102022-000201;2022-10-24 08:50:43.617;2056;Cihan Levendoğlu;E;1970-02-04;001266;YANMAZ FIRIN TORBASI;13,2;MARKA-52;EV;MUTFAK EŞYA GEREÇLERİ;PİŞİRME GEREÇLERİ;3;20,6;61,8;Ege;İzmir;KONAK;FAİK PAŞA MAH.;FAİK PAŞA MAH.1277. SOKAK NO:803 96665 KONAK/İZMİR;2022-10-24 08:51:21.270;2022-10-24 08:52:24.580
901;24102022-000201;2022-10-24 08:50:43.617;2056;Cihan Levendoğlu;E;1970-02-04;000163;SIZMA ZEYTİNYAĞI 1LT;123,6;MARKA-126;GIDA;SIVI YAĞLAR;ZEYTİNYAĞI;2;127,11;254,22;Ege;İzmir;KONAK;FAİK PAŞA MAH.;FAİK PAŞA MAH.1277. SOKAK NO:803 96665 KONAK/İZMİR;2022-10-24 08:51:25.707;2022-10-24 08:52:24.580
902;24102022-000201;2022-10-24 08:50:43.617;2056;Cihan Levendoğlu;E;1970-02-04;000787;ŞU 500 ML;4,4;MARKA-58;İÇECEK;SU MADENSUYU;SU;1;5,13;5,13;Ege;İzmir;KONAK;FAİK PAŞA MAH.;FAİK PAŞA MAH.1277. SOKAK NO:803 96665 KONAK/İZMİR;2022-10-24 08:51:35.633;2022-10-24 08:52:24.580
903;24102022-000201;2022-10-24 08:50:43.617;2056;Cihan Levendoğlu;E;1970-02-04;000323;ÜZÜM PEKMEZİ 700 GR;55,2;MARKA-02;SÜT KAHVALTILIK;KAHVALTILIK;TAHİN PEKMEZ;4;48,48;193,92;Ege;İzmir;KONAK;FAİK PAŞA MAH.;FAİK PAŞA MAH.1277. SOKAK NO:803 96665 KONAK/İZMİR;2022-10-24 08:51:43.797;2022-10-24 08:52:24.580
904;24102022-000201;2022-10-24 08:50:43.617;2056;Cihan Levendoğlu;E;1970-02-04;000387;2400 GR COLOR JEL;126;MARKA-164;DETERJAN TEMİZLİK;ÇAMAŞIR YIKAMA;SIVI JEL DETERJAN;4;233,53;934,12;Ege;İzmir;KONAK;FAİK PAŞA MAH.;FAİK PAŞA MAH.1277. SOKAK NO:803 96665 KONAK/İZMİR;2022-10-24 08:51:54.863;2022-10-24 08:52:24.580
905;24102022-000201;2022-10-24 08:50:43.617;2056;Cihan Levendoğlu;E;1970-02-04;000589;KİREÇ ÇÖZÜCÜ 900 ML;27,6;MARKA-48;DETERJAN TEMİZLİK;ÇAMAŞIR YIKAMA;ÇAMAŞIR SULARI;3;30,41;91,23;Ege;İzmir;KONAK;FAİK PAŞA MAH.;FAİK PAŞA MAH.1277. SOKAK NO:803 96665 KONAK/İZMİR;2022-10-24 08:52:09.597;2022-10-24 08:52:24.580
906;29122022-000202;2022-12-29 08:49:19.600;2942;"Nilüfer Saraç ";K;1964-05-01;000765;KLOZET BLOĞU 40GR LİMON;26,8;MARKA-22;DETERJAN TEMİZLİK;EV TEMİZLİK GEREÇLERİ;FIRÇA SÜPÜRGE;2;23,08;46,16;Marmara;Kocaeli;KARTEPE;TEPECİK MAH.;TEPECİK MAH.ASALET SOKAK NO:770 119603 KARTEPE/KOCAELİ;2022-12-29 08:49:30.637;2022-12-29 08:50:11.023
907;29122022-000202;2022-12-29 08:49:19.600;2942;"Nilüfer Saraç ";K;1964-05-01;000400;İZGARA TAVA;98,8;MARKA-183;ET TAVUK;KÜMES HAYVANLARI;PİLİÇ;2;67,08;134,16;Marmara;Kocaeli;KARTEPE;TEPECİK MAH.;TEPECİK MAH.ASALET SOKAK NO:770 119603 KARTEPE/KOCAELİ;2022-12-29 08:49:33.273;2022-12-29 08:50:11.023
908;29122022-000202;2022-12-29 08:49:19.600;2942;"Nilüfer Saraç ";K;1964-05-01;000804;ŞEKERPARE 200GR;14;MARKA-100;GIDA;UNLU MAMÜLLER;TATLILAR;3;18,01;54,03;Marmara;Kocaeli;KARTEPE;TEPECİK MAH.;TEPECİK MAH.ASALET SOKAK NO:770 119603 KARTEPE/KOCAELİ;2022-12-29 08:49:35.467;2022-12-29 08:50:11.023
909;29122022-000202;2022-12-29 08:49:19.600;2942;"Nilüfer Saraç ";K;1964-05-01;001022;DERMASON KÜÇÜK;55,6;MARKA-19;GIDA;BAKLİYAT-MAKARNA;AÇIK BAKLİYAT;3;58,15;174,45;Marmara;Kocaeli;KARTEPE;TEPECİK MAH.;TEPECİK MAH.ASALET SOKAK NO:770 119603 KARTEPE/KOCAELİ;2022-12-29 08:49:44.530;2022-12-29 08:50:11.023
910;29122022-000202;2022-12-29 08:49:19.600;2942;"Nilüfer Saraç ";K;1964-05-01;000305;HİNDİ SALAM KG;198;MARKA-167;ET TAVUK;ET ŞARKÜTERİ;SALAM;1;245,23;245,23;Marmara;Kocaeli;KARTEPE;TEPECİK MAH.;TEPECİK MAH.ASALET SOKAK NO:770 119603 KARTEPE/KOCAELİ;2022-12-29 08:49:53.377;2022-12-29 08:50:11.023
911;01032022-000203;2022-03-01 08:48:01.667;6356;"Şevket Kavak ";E;1981-01-27;000046;RİZE ÇAY 500 GR;65,2;MARKA-55;İÇECEK;ÇAY KAHVE;ÇAY;2;54,88;109,76;Marmara;Bursa;OSMANGAZİ;SOĞANLI MAH.;SOĞANLI MAH.TAŞKAN SOKAK NO:461 86056 OSMANGAZİ/BURSA;2022-03-01 08:48:20.927;2022-03-01 08:48:49.950
912;01032022-000203;2022-03-01 08:48:01.667;6356;"Şevket Kavak ";E;1981-01-27;000418;PEYNİRLİ MAKARNA SOSU 50 GR;18,4;MARKA-125;GIDA;HAZIR YEMEKLER;SİRKE SOS;2;17,51;35,02;Marmara;Bursa;OSMANGAZİ;SOĞANLI MAH.;SOĞANLI MAH.TAŞKAN SOKAK NO:461 86056 OSMANGAZİ/BURSA;2022-03-01 08:48:23.400;2022-03-01 08:48:49.950
913;01032022-000203;2022-03-01 08:48:01.667;6356;"Şevket Kavak ";E;1981-01-27;001291;5 MEYVELİ 250 GR;73,2;MARKA-11;BEBEK;HAZIR YEMEK MAMA;BİBERON MAMALARI;4;89,92;359,68;Marmara;Bursa;OSMANGAZİ;SOĞANLI MAH.;SOĞANLI MAH.TAŞKAN SOKAK NO:461 86056 OSMANGAZİ/BURSA;2022-03-01 08:48:30.813;2022-03-01 08:48:49.950
914;18062022-000204;2022-06-18 08:43:15.640;7014;Mahir Çağıran;E;1958-07-03;000421;WOMEN 160 ML;59,2;MARKA-175;KOZMETİK;PARFÜM DEODORANT;DEODORANT;2;65,19;130,38;Akdeniz;Mersin;TOROSLAR;GÜZELYAYLA-KIZILBAĞ MAH.;GÜZELYAYLA-KIZILBAĞ MAH.ŞEHİT RUHİ İNCE CADDESİ SOKAK NO:499 95029 TOROSLAR/MERSİN;2022-06-18 08:43:23.887;2022-06-18 08:43:30.563
915;03032022-000205;2022-03-03 08:44:05.660;5503;Adnan Aydoğdu;E;1966-01-29;000911;AYAKKABI BOYASI 60 GR SİYAH;28;MARKA-192;DETERJAN TEMİZLİK;EV TEMİZLEYİCİ;AYAKKABI BAKIM;2;31,55;63,1;Doğu Anadolu;Malatya;MALATYA MERKEZ;KAYNARCA MAH.;KAYNARCA MAH.6.SOK.2.ARA SOKAK NO:293 102417 MALATYA MERKEZ/MALATYA;2022-03-03 08:44:22.137;2022-03-03 08:44:50.753
916;03032022-000205;2022-03-03 08:44:05.660;5503;Adnan Aydoğdu;E;1966-01-29;000867;YAŞ MAYA 4LU PAKET;15,2;MARKA-155;GIDA;UNLU MAMÜLLER;TATLILAR;4;22,92;91,68;Doğu Anadolu;Malatya;MALATYA MERKEZ;KAYNARCA MAH.;KAYNARCA MAH.6.SOK.2.ARA SOKAK NO:293 102417 MALATYA MERKEZ/MALATYA;2022-03-03 08:44:35.607;2022-03-03 08:44:50.753
917;17082022-000206;2022-08-17 08:46:13.703;4235;Muammer Gülen;E;1965-05-18;000149;GALETA 200 GR. SADE;26,8;MARKA-211;GIDA;UNLU MAMÜLLER;KURABİYE GALETE GRİSİNİ;4;28,11;112,44;Marmara;İstanbul;ŞİLE;KUMBABA MAH.;KUMBABA MAH.GÜL SOKAK NO:73 96434 ŞİLE/İSTANBUL;2022-08-17 08:46:28.537;2022-08-17 08:46:51.843
918;17082022-000206;2022-08-17 08:46:13.703;4235;Muammer Gülen;E;1965-05-18;000469;DONDURMA FRAMBUAZ;18;MARKA-09;SÜT KAHVALTILIK;SÜTLÜ TATLILAR DONDURMA;DONDURMALAR;2;13,11;26,22;Marmara;İstanbul;ŞİLE;KUMBABA MAH.;KUMBABA MAH.GÜL SOKAK NO:73 96434 ŞİLE/İSTANBUL;2022-08-17 08:46:32.817;2022-08-17 08:46:51.843
919;17082022-000206;2022-08-17 08:46:13.703;4235;Muammer Gülen;E;1965-05-18;000429;350ML ŞAMPUAN ARINDIRICI;39,6;MARKA-77;KOZMETİK;SAÇ BAKIM;ŞAMPUANLAR;4;45,04;180,16;Marmara;İstanbul;ŞİLE;KUMBABA MAH.;KUMBABA MAH.GÜL SOKAK NO:73 96434 ŞİLE/İSTANBUL;2022-08-17 08:46:41.587;2022-08-17 08:46:51.843
920;22092022-000207;2022-09-22 08:43:59.707;8251;"Mehmet Ali Özerk ";E;1998-05-23;000317;BUĞDAY UN 1 KG;14;MARKA-02;GIDA;UNLU MAMÜLLER;UN;4;11,91;47,64;Ege;İzmir;ÇİĞLİ;EVKA-2 MAH.;EVKA-2 MAH.6857. SOKAK NO:115 96563 ÇİĞLİ/İZMİR;2022-09-22 08:44:06.263;2022-09-22 08:44:34.493
921;22092022-000207;2022-09-22 08:43:59.707;8251;"Mehmet Ali Özerk ";E;1998-05-23;000597;AĞIZ BAKIM ÜRÜNÜ 500 ML NANE;135,2;MARKA-135;KOZMETİK;AĞIZ BAKIM;AĞIZ SULARI;3;142,78;428,34;Ege;İzmir;ÇİĞLİ;EVKA-2 MAH.;EVKA-2 MAH.6857. SOKAK NO:115 96563 ÇİĞLİ/İZMİR;2022-09-22 08:44:10.253;2022-09-22 08:44:34.493
922;11122022-000208;2022-12-11 08:50:11.750;4705;Cansel Sergen;K;1999-11-21;001312;TATLI KAŞIĞI 6'LI;58;MARKA-154;EV;MUTFAK EŞYA GEREÇLERİ;SERVİS MALZEMELERİ;3;60,97;182,91;Ege;İzmir;ALİAĞA;ATATÜRK MAH.;ATATÜRK MAH.ATATÜRK CADDESİ SOKAK NO:645 96762 ALİAĞA/İZMİR;2022-12-11 08:50:23.207;2022-12-11 08:51:20.443
923;11122022-000208;2022-12-11 08:50:11.750;4705;Cansel Sergen;K;1999-11-21;000507;GAZOZ KUTU 330 ML;8;MARKA-206;İÇECEK;GAZLI İÇECEK;GAZOZ;3;6,59;19,77;Ege;İzmir;ALİAĞA;ATATÜRK MAH.;ATATÜRK MAH.ATATÜRK CADDESİ SOKAK NO:645 96762 ALİAĞA/İZMİR;2022-12-11 08:50:25.460;2022-12-11 08:51:20.443
924;11122022-000208;2022-12-11 08:50:11.750;4705;Cansel Sergen;K;1999-11-21;000729;MEYVELİ YOĞURT 2 Lİ ÇİLEK;15,2;MARKA-194;SÜT KAHVALTILIK;YOĞURT;MEYVELİ YOĞURTLAR;3;18,25;54,75;Ege;İzmir;ALİAĞA;ATATÜRK MAH.;ATATÜRK MAH.ATATÜRK CADDESİ SOKAK NO:645 96762 ALİAĞA/İZMİR;2022-12-11 08:50:30.123;2022-12-11 08:51:20.443
